deal_title,investor_company,investor_role,investment_amount_usd
Centrexion Therapeutics — Later Stage VC (2023-11),"6 Dimensions Capital, Alta Partners, ArrowMark Partners, Clough Capital Partners, Efung Capital, Eli Lilly, Exome Asset Management, Hibiscus Capital Management, InterWest Health Partners, InterWest Partners, Kite Pharma, Lilly Asia Ventures, Maryland Industrial Partnerships, National Institutes of Health, New Enterprise Associates, Oakwood Capital, Plutus Investment Group, Presidio Partners, Quan Capital, Shanghai International Group, YuanMing Capital",PARTICIPANT,
ARase Therapeutics — Early Stage VC (2023-11),"Mission BioCapital, Portal Innovations",PARTICIPANT,
Project Samri — Seed Round (2023-11),Climate Capital,PARTICIPANT,
Instylla — Later Stage VC (2023-11),"AMED Ventures, Angel Physicians Fund, Ascension Ventures, Catalyst Health Ventures, Delos Capital Partners, Excelestar Ventures, Incept, Sparta Group",PARTICIPANT,
Falcon Sterile Automations — Seed Round (2023-11),SBXi,PARTICIPANT,
SafeBVM — Later Stage VC (2023-11),"Band of Angels, Design of Medical Devices Conference, EmPOWERED to Serve Business Accelerator, National Science Foundation Innovation Corps Program, U. S. National Science Foundation, William Midgette",PARTICIPANT,
LuxSci — Buyout/LBO (2023-10),Main Capital Partners,PARTICIPANT,
Access Vascular — Later Stage VC (2023-10),"AngelMD, Green Park & Golf Ventures, MedTech Innovator, TVM Capital Life Science",PARTICIPANT,
Dialysis-X — Grant (2023-10),"FORGE Innovation, MassMEDIC",PARTICIPANT,
ENSEM Therapeutics — Early Stage VC (2023-10),"Alibaba Group, CBC Group, Cenova Capital, Megarobo, Mitsui Global Investment, Notable Capital, Pavilion Capital",PARTICIPANT,
Rejoni — Early Stage VC (2023-10),"AMED Ventures, Ascension Ventures, Catalyst Health Ventures, Delos Capital Partners, FemHealth Ventures, Iyengar Capital, Sparta Group",PARTICIPANT,
AxioMed — Merger/Acquisition (2023-10),KIC Ventures,PARTICIPANT,
Empress (Drug Discovery) — Early Stage VC (2023-10),"Flagship Pioneering, J2 Ventures",PARTICIPANT,
Robbie AI — Secondary Transaction - Private (2023-10),"Adam Huttler, Atento Capital, Comeback Capital, Exponential Creativity Ventures, Forum Ventures, Horizon 2020, Hustle Fund, Plug and Play Tech Center, Right Side Capital Management, Singularity (Consulting Services (B2B)), Techstars, Unreasonable Capital, Village Capital",PARTICIPANT,
Regel Therapeutics — Grant (2023-09),"Innovative Genomics Institute, PhiFund Ventures",PARTICIPANT,
Harbinger Health — Early Stage VC (2023-09),"Catalyst Housing Group, Flagship Pioneering, M&G, Modi Ventures, Partners Investment, Pictet",PARTICIPANT,
Amramp — Grant (2023-09),Massachusetts Technology Collaborative,PARTICIPANT,
Porosome Therapeutics — Seed Round (2023-09),Private Ventures Group,PARTICIPANT,
Cornerstone Healthcare Systems — Buyout/LBO (2023-09),New Majority Capital Management,PARTICIPANT,
Lilium (Drug Discovery) — Early Stage VC (2023-09),"Creative Destruction Lab, SeedFolio, Ulu Ventures",PARTICIPANT,
Suono Bio — Later Stage VC (2023-08),"Axil Capital Partners, Engine Ventures, Gutbrain Ventures, MassChallenge, Medical Technology Venture Partners, Mizuho Securities, National Center For Advancing Translational Sciences, OneStart, Pagliuca Harvard Life Lab, PBJ Capital, Polaris Partners, Taiwania Capital",PARTICIPANT,
Sightstream — Early Stage VC (2023-08),"7G Bioventures, Safar Partners, ShangBay Capital",PARTICIPANT,
Quality Interactions — Later Stage VC (2023-08),"Blue Cross Blue Shield of Massachusetts, Boston Impact Initiative, Founders First, Johnson & Johnson Services, LearnLaunch Fund + Accelerator, Tethered, The Majira Project, Zaffre Investments",PARTICIPANT,
Keystone Dental Group — Reverse Merger (2023-08),"Accelmed, Migdal Insurance and Financial Holdings, Nantahala Capital Management, Poalim Equity, Prettybrook Partners",PARTICIPANT,
ROME Therapeutics — Early Stage VC (2023-08),"Alexandria Venture Investments, Andreessen Horowitz, ARCH Venture Partners, Bristol-Myers Squibb, Casdin Capital, Eurofarma Ventures, GV, Johnson & Johnson Innovation - JJDC, Luma Group, Mass General Brigham Ventures, Mirae Asset Capital, Raycap, S32, Sanofi Ventures, Sigmas Group",PARTICIPANT,
Censinet — Debt - General (2023-08),"Ballad Ventures, Cedars-Sinai, Excelerate Health Ventures, HLM Investment Partners, LRVHealth, MemorialCare Innovation Fund, Rex Health Ventures, Schooner Capital",PARTICIPANT,
DoseSpot — Secondary Transaction - Private (2023-08),PSG,PARTICIPANT,
SimulConsult — Seed Round (2023-07),"MassVentures, National Institutes of Arthritis and Musculoskeletal Diseases, National Library of Medicine, The National Human Genome Research Institute",PARTICIPANT,
3X Genetics — Seed Round (2023-07),"Alumni Ventures, Massachusetts Biomedical Initiatives, Morningside Group, Wire Group (Massachusetts)",PARTICIPANT,
K36 Therapeutics — Early Stage VC (2023-06),"Atlas Venture, Bristol-Myers Squibb, Eight Roads, F-Prime Capital, Nextech Invest",PARTICIPANT,
Speetar — Grant (2023-06),"EMERGING Mediterranean, Firefly Innovation, Grand Challenges Canada, Healthtech Hub, MIT Solve",PARTICIPANT,
Vysioneer — Seed Round (2023-06),Chaac Ventures,PARTICIPANT,
connectRN — Later Stage VC (2023-05),"Adage Capital Management, Amedisys, Avidity Partners, CE-Ventures, Cormorant Asset Management, Data Point Capital, Geoff Harris, HBM Healthcare Investments, HBM Partners, Hibiscus Capital Management, Infinitum Capital (Asia), John Pappajohn, Lapa Capital, MassChallenge, Pappajohn Capital Resources, Park West Asset Management, PhiFund Ventures, Suvretta Capital Management",PARTICIPANT,
Sealonix — Early Stage VC (2023-05),"AMED Ventures, Excelestar Ventures, Iyengar Capital, J2 Ventures, Sparta Group, TiE-Boston",PARTICIPANT,
Portrai — Early Stage VC (2023-05),"DSC Investment, Kakao Ventures, Schmidt (South Korea), Seoul Biohub",PARTICIPANT,
CoFi (Healthcare Technology Systems) — Seed Round (2023-04),"Las Olas Venture Capital, Max Parikh, Skylark Private Equity Partners, Synchrony Ventures",PARTICIPANT,
Profility — Later Stage VC (2023-04),"Club 100 plus, HiCenter, IBM Alpha Zone Accelerator, ICONYC Labs, In-VENTech, Keiretsu Forum, Previz Ventures, Sanara Capital (Israel), Valitas",PARTICIPANT,
Hyka — Seed Round (2023-04),"10X Capital, Christopher Lee, Founders Factory, Gaingels, Globivest, Harvard Innovation Launch Lab, Josephat Tango, Laniakea Ventures, Miguel Paredes, Nawal Roy, Next Gen HQ, NextGen Venture Partners, Service Provider Capital, Stone Mountain Ventures (Texas), Water Bear Ventures, Woven Science",PARTICIPANT,
Atman Health — Seed Round (2023-04),"10X Capital, Gaingels, Khosla Ventures",PARTICIPANT,
Consolidated Sterilizer Systems — Buyout/LBO (2023-04),"Gemini Investors, Massachusetts Capital Resource",PARTICIPANT,
Gorman Actuarial — Merger/Acquisition (2023-04),New York Health,PARTICIPANT,
Droplette — Later Stage VC (2023-03),"Alumni Ventures, Amplifyher Ventures, Bantam Group, Bolt (VC), Energy Ventures Group, Juno Equity, K5 Global, MIT Alumni Angels of Boston, National Aeronautics and Space Administration, National Institutes of Health, Natural Bridge Ventures, Spark Capital, Suttona Capital, Towerview Ventures, Visible Ventures, Walter Reed Army Institute of Research, Zühlke Ventures",PARTICIPANT,
Ring Therapeutics — Later Stage VC (2023-03),"Alexandria Venture Investments, Altitude Life Science Ventures, CJ Investment, Flagship Pioneering, Kyowa Kirin, Partners Investment, T. Rowe Price Group, The Invus Group, UPMC Enterprises",PARTICIPANT,
Zus Health — Early Stage VC (2023-02),"Abeja Ventures, Andreessen Horowitz, F-Prime Capital, JAZZ Venture Partners, Martin Ventures, Maverick Ventures, Oxeon Partners, Rock Health Capital, Tournon Ventures",PARTICIPANT,
Aera Therapeutics — Early Stage VC (2023-02),"Altitude Life Science Ventures, ARCH Venture Partners, F-Prime Capital, GV, Lux Capital, Newpath Partners",PARTICIPANT,
76Bio — Early Stage VC (2023-02),"Polaris Partners, Sonostar Ventures, Two River Group",PARTICIPANT,
Avilar Therapeutics — Seed Round (2023-02),"Astellas Venture Management, Medical Excellence Capital, RA Capital Management, Sanofi Ventures",PARTICIPANT,
HBM Alpha — Seed Round (2023-01),"Boston Children's Hospital, Harbour BioMed",PARTICIPANT,
Genialis — Later Stage VC (2023-01),"Debiopharm Innovation Fund, Drew Volpe, First Star Ventures, Horizon 2020, P5 Health Ventures, Pikas, Rajeev Surati, Redalpine, Taiwania Capital",PARTICIPANT,
ReLive — Early Stage VC (2023-01),"DAO Capital (China), Indaco Capital, Jiuyou Capital, Shanghai Healthcare Capital, Wosheng Investment",PARTICIPANT,
Asimov — Later Stage VC (2023-01),"AME Cloud Ventures, Andreessen Horowitz, Casdin Capital, CLF Partners, CPP Investments, DCVC, Fidelity, Frog Design, Horizons Ventures, iGem Startups, K5 Global, KdT Ventures, Koch Disruptive Technologies, Liquid 2 Ventures, MIT Startup Exchange, Pillar VC, Wing Venture Capital",PARTICIPANT,
Delve Bio — Early Stage VC (2023-01),"GV, S32, Xontogeny",PARTICIPANT,
Hyperion Biosystems — Later Stage VC (2023-01),"Alumni Ventures, Boston Millennia Partners, Breakout Labs, Chestnut Street Ventures, Cranberry Capital, Dream Incubator, Engine Ventures, MIT Startup Exchange, Moore Capital Management, Newlin Investment Company, Newton Fund, Propel(x), R42 Group, Rajeev Surati, Ronjon Nag, Safar Partners, Simon School Venture Fund, The Engine, TLP, U. S. National Science Foundation",PARTICIPANT,
Scismic — Later Stage VC (2023-01),Holtzbrinck Digital,PARTICIPANT,
HERA Digital Health — Grant (2023-01),Development Innovation Ventures,PARTICIPANT,
PLANERGY — Later Stage VC (2023-01),Blue Planet Venture Capital Funds,PARTICIPANT,
Velsera — PE Growth/Expansion (2023-01),"ATW Partners, Corda Campus, Health Catalyst Capital Management, OrbiMed, SJF Ventures, Summa Equity, Swanhill Capital",PARTICIPANT,
Montai Therapeutics — Early Stage VC (2022-12),"Flagship Pioneering, Synetro Group",PARTICIPANT,
VirTech Bio — Later Stage VC (2022-12),"ABI LAB, InnoVentures Lab, Medical Technology Enterprise Consortium, Securitas Biosciences Group, Staley Capital, U.S. Department of Health and Human Services, United States Department of War, University of Pittsburgh, University of Pittsburgh Innovation Institute",PARTICIPANT,
Rgenta Therapeutics — Early Stage VC (2022-11),"AstraZeneca, Boehringer Ingelheim Venture Fund, CICC Capital, Delos Capital Partners, Kaitai Capital, Korea Investment Partners, Legend Star, Leukemia & Lymphoma Society, Lilly Asia Ventures, MPCi, Vivo Capital",PARTICIPANT,
Resident Essentials — Buyout/LBO (2022-11),WILsquare Capital,PARTICIPANT,
Sonde — Later Stage VC (2022-11),"Evidity Health Capital, KT, M Ventures, MP Healthcare Venture Management, NEOM Investment Fund, Neoteny, Partners Investment, PureTech Health",PARTICIPANT,
Janeiro Digital — Later Stage VC (2022-11),Montage Capital,PARTICIPANT,
Valo — Later Stage VC (2022-10),"Atinum Investment, E Squared Capital Management, Flagship Pioneering, HBM Healthcare Investments, HBM Partners, Hercules Capital (San Mateo), InterWest Partners, Koch Disruptive Technologies, Lanza techVentures, Longevity Vision Fund, Mirae Asset Capital, MissionBlue Capital Partners, Municipal Employees' Retirement System of Michigan, Public Sector Pension Investment Board, The Invus Group",PARTICIPANT,
PIC Therapeutics — Later Stage VC (2022-10),"Advent Life Sciences, Belinda Termeer, Harrington Discovery Institute/University Health Holdings, Lumira Ventures, OrbiMed",PARTICIPANT,
Chemical.AI — Early Stage VC (2022-10),"Changjiang Securities Innovation Investment, Chaosheng Investment, CreditEase, Frees Fund, Function (Beijing) ASSET Management Co., Ltd., Holley Group, Hongshan Capital Group, Source Code Capital",PARTICIPANT,
Matchpoint Therapeutics — Early Stage VC (2022-10),"Access Biotechnology, Alexandria Venture Investments, Atlas Venture, Binney Street Capital, Digitalis Ventures, Sanofi Ventures, Vertex Ventures HC",PARTICIPANT,
Ontologic — Seed Round (2022-10),"E14 Fund, MIT Delta V, SBXi",PARTICIPANT,
Cellarity — Later Stage VC (2022-10),"Ahren Innovation Capital, BlackRock, Flagship Pioneering, Hanwha Impact, Hercules Capital (San Mateo), Jameel Investment Management Company, Kyowa Kirin, Pictet, The Baupost Group",PARTICIPANT,
Harton (Biotechnology) — Early Stage VC (2022-10),Decheng Capital,PARTICIPANT,
Scaffold Therapeutics — Early Stage VC (2022-09),"Iaso Ventures, Mike Hartshorn",PARTICIPANT,
Radial — Grant (2022-09),"Brainchild (New York), Depth Ventures, Drew Volpe, Gabriel Weinberg, Harvard Business School, Initialized Capital, Jeffrey Arnold, MassVentures, Philippe Luedi, Praxis (New York), U. S. National Science Foundation, U.S. Department of Health and Human Services, Vikram Kumar",PARTICIPANT,
Photys — Early Stage VC (2022-09),"8VC, Arkin Bio Ventures, Eli Lilly, Heritage Medical Systems, Longwood Fund, Mass General Brigham Ventures, Merck & Co., MPM BioImpact, MRL Ventures Fund, Omega Funds, Ono Venture Investment",PARTICIPANT,
The Chamberlain Group (Medical Supplies) — Buyout/LBO (2022-09),North Haven Capital,PARTICIPANT,
Teal (Biotechnology) — Early Stage VC (2022-09),"FORM Life Ventures, IKJ Capital, Markus Okumus",PARTICIPANT,
ProFound Therapeutics — Early Stage VC (2022-08),"Flagship Pioneering, Notley Ventures",PARTICIPANT,
AOBiome Therapeutics — Debt - General (2022-08),"Hedgewood, iCarbonX, Jesse Rasch, Neoteny, QB3, The Windquest Group, Wakestream Ventures, Wild Ventures",PARTICIPANT,
Orna Therapeutics — Early Stage VC (2022-08),"Alexandria Venture Investments, Astellas Venture Management, BioImpact Capital, BlackRock, Bristol-Myers Squibb, F2 Ventures, Kite Pharma, Merck & Co., MPM BioImpact, Novartis, Pags Group, Simcere Innovation, Taiho Ventures, UBS Group",PARTICIPANT,
Radius Health — Buyout/LBO (2022-08),"B-FLEXION Life Sciences, OrbiMed, Patient Square Capital, Webster Equity Partners",PARTICIPANT,
Stability Health — Seed Round (2022-08),"Jeffrey Folick, Michael Fiore, Steven Gruber",PARTICIPANT,
Column Health — Buyout/LBO (2022-07),Hither Creek Ventures,PARTICIPANT,
Apic Bio — Later Stage VC (2022-07),"5Y Capital, A1ATD Investors, Alpha-1 Foundation, ALS Investment Fund, Edward Krapels, LabCentral, Morningside Group, National Heart, Lung, and Blood Institute, University of Massachusetts",PARTICIPANT,
Innoviva Specialty Therapeutics — Merger/Acquisition (2022-07),"Pivotal bioVenture Partners, United States Department of War",PARTICIPANT,
Frontera Therapeutics — Early Stage VC (2022-06),"Boyu Capital, Creacion Ventures, OrbiMed, Sequoia Capital, Terra Magnum Capital Partners",PARTICIPANT,
DEM BioPharma — Early Stage VC (2022-06),"Alexandria Venture Investments, Alta Partners, Astellas Venture Management, DC Investment Partners, Emerson Collective, Insight Partners (New York), Longwood Fund, Pfizer Ventures, UTokyo Innovation Platform Company",PARTICIPANT,
MNM Bioscience — Seed Round (2022-06),"Black Pearls VC, Eurostars, Fundacja na Rzecz Nauki Polskiej, Marcin Zukowski, RTA Ventures",PARTICIPANT,
Seven Bridges Genomics — Buyout/LBO (2022-06),"Genomics England, National Heart, Lung, and Blood Institute, U.K. Department of Health & Social Care, Velsera",PARTICIPANT,
Phase Zero — Seed Round (2022-05),"Amplify.LA, Everywhere Ventures, Good For Her, Koa Labs, Parade Ventures, Pareto Holdings, Techstars",PARTICIPANT,
Microbial machines — Seed Round (2022-05),"Cobro Ventures, Harvard Innovation Launch Lab, Lightchain Capital",PARTICIPANT,
Ivenix — Merger/Acquisition (2022-05),120 Capital,PARTICIPANT,
Boston Veterinary Clinic — Later Stage VC (2022-05),Denali Growth Partners (Boston),PARTICIPANT,
TRIANA Biomedicines — Early Stage VC (2022-04),"Atlas Venture, Lightspeed Venture Partners, Logos Capital, Pfizer Ventures, RA Capital Management, Surveyor Capital",PARTICIPANT,
Stillmind Therapeutics — Early Stage VC (2022-03),Mystic Ventures,PARTICIPANT,
LeviSense Medical — Early Stage VC (2022-03),"Conscious Capital, Formation Venture Engineering",PARTICIPANT,
nirvanaHealth — Later Stage VC (2022-03),"Centene, George Rapier, Oscar Salazar, Three Fields Capital, Walter Jin",PARTICIPANT,
Avant-garde Health — Later Stage VC (2022-03),"Founder Collective, Fulcrum Equity Partners, General Catalyst, Harvard Innovation Launch Lab, Harvard University, Rothman Orthopaedic, Sparta Group, Steven Edersheim, Tectonic Ventures, TiE-Boston, Vivek Soni",PARTICIPANT,
Superna — Buyout/LBO (2022-03),"Bain Capital Credit, Resurgens Technology Partners",PARTICIPANT,
Nuance Communications — Merger/Acquisition (2022-03),Centrecourt Asset Management,PARTICIPANT,
Defibrio — Early Stage VC (2022-03),ProVenture Seed,PARTICIPANT,
LifeMine — Later Stage VC (2022-03),"120 Capital, 3W Partners Capital, 6 Dimensions Capital, Alexandria Venture Investments, ARCH Venture Partners, Blue Pool Capital, Boyu Capital, Fidelity Management & Research Company, Foresite Capital, GSK, GV, Merck & Co., Milky Way Investments Group, MRL Ventures Fund, Richard Klausner, The Invus Group, WuXi Healthcare Investment Consulting",PARTICIPANT,
